Name	Length	Orientation	L_END	R_END	Cs	
insH1_nmpC'	32	Codirectional-	575754	575785	12.40	
nmpC'_essD	572	Divergent	576826	577397	12.43	
essD_rzpD	493	Codirectional+	577614	578106	12.44	
rzpD_borD	31	Convergent	578569	578599	12.46	
borD_ybcV	290	Codirectional-	578894	579183	12.47	
ybcV_ybcW	285	Divergent	579595	579879	12.49	
ybcW_ylcI	164	Convergent	580087	580250	12.50	
ylcI_nohD	388	Divergent	580446	580833	12.51	
nohD_tfaD'	280	Codirectional+	581380	581659	12.53	
tfaD'_ybcY'	54	Convergent	582098	582151	12.54	
ybcY'_tfaX'	146	Divergent	582807	582952	12.56	
tfaX'_appY	545	Codirectional+	583136	583680	12.56	
appY_ompT	249	Convergent	584431	584679	12.59	
ompT_pauD'	423	Divergent	585634	586056	12.62	
pauD'_envY	45	Convergent	586102	586146	12.63	
envY_ybcH	182	Codirectional-	586909	587090	12.64	
ybcH_nfrA	0	Codirectional-	NULL	NULL	12.67	
nfrA_cusS	2373	Codirectional-	590955	593327	12.73	
cusS_cusC	829	Divergent	594771	595599	12.81	
cusC_cusF	157	Codirectional+	596974	597130	12.86	
cusF_cusB	15	Codirectional+	597464	597478	12.87	
cusB_cusA	11	Codirectional+	598703	598713	12.90	
cusA_pheP	101	Codirectional+	601858	601958	12.97	
pheP_ybdG	80	Convergent	603336	603415	13.00	
ybdG_nfsB	107	Codirectional-	604664	604770	13.03	
nfsB_ybdF	93	Codirectional-	605425	605517	13.04	
ybdF_ybdJ	64	Codirectional-	605887	605950	13.05	
ybdJ_ybdK	65	Codirectional-	606200	606264	13.06	
ybdK_sokE	350	Divergent	607384	607733	13.09	
sokE_hokE	43	Codirectional+	607793	607835	13.09	
hokE_insL1	76	Codirectional+	607989	608064	13.10	
insL1_entD	281	Convergent	609178	609458	13.12	
entD_fepA	174	Codirectional-	610080	610253	13.14	
fepA_fes	242	Divergent	612495	612736	13.20	
fes_ybdZ	2	Codirectional+	613940	613941	13.23	
ybdZ_fepE	4093	Codirectional+	614161	618253	13.23	
fepE_fepG	808	Convergent	619388	620195	13.34	
fepG_entS	1111	Divergent	621189	622299	13.38	
entS_fepB	3	Convergent	623551	623553	13.43	
fepB_entC	374	Divergent	624511	624884	13.45	
entC_entE	9	Codirectional+	626061	626069	13.49	
entE_entB	13	Codirectional+	627681	627693	13.52	
entB_entH	748	Codirectional+	628552	629299	13.54	
entH_cstA	180	Codirectional+	629714	629893	13.57	
cstA_ybdD	182	Codirectional+	632000	632181	13.62	
ybdD_ybdH	9	Convergent	632380	632388	13.62	
ybdH_ybdL	108	Divergent	633478	633585	13.65	
ybdL_ybdM	0	Convergent	NULL	NULL	13.68	
ybdM_ybdO	1339	Codirectional-	635377	636715	13.69	
ybdO_dsbG	208	Codirectional-	637619	637826	13.74	
dsbG_ahpC	371	Divergent	638574	638944	13.76	
ahpC_ahpF	244	Codirectional+	639509	639752	13.78	
ahpF_uspG	120	Convergent	641319	641438	13.82	
uspG_ybdR	220	Divergent	641868	642087	13.83	
ybdR_rnk	230	Convergent	643327	643556	13.86	
rnk_rna	229	Codirectional-	643968	644196	13.87	
rna_citT	113	Codirectional-	645004	645116	13.90	
citT_citG	50	Codirectional-	646581	646630	13.93	
citG_citF	529	Codirectional-	647510	648038	13.95	
citF_citE	10	Codirectional-	649572	649581	13.99	
citE_citC	307	Codirectional-	650491	650797	14.01	
citC_citA	378	Divergent	651857	652234	14.04	
citA_dcuC	689	Convergent	653894	654582	14.09	
dcuC_pagP	588	Divergent	655969	656556	14.13	
pagP_cspE	174	Codirectional+	657118	657291	14.16	
cspE_flc	53	Convergent	657502	657554	14.17	
flc_ybeM'	92	Divergent	657939	658030	14.17	
ybeM'_tatE	128	Codirectional+	658819	658946	14.19	
tatE_lipA	100	Convergent	659151	659250	14.20	
lipA_ybeF	208	Codirectional-	660217	660424	14.22	
ybeF_lipB	258	Codirectional-	661379	661636	14.25	
lipB_ybeD	100	Codirectional-	662279	662378	14.27	
ybeD_dacA	109	Codirectional-	662643	662751	14.28	
dacA_rlpA	138	Codirectional-	663964	664101	14.30	
rlpA_mrdB	10	Codirectional-	665191	665200	14.33	
mrdB_mrdA	2	Codirectional-	666314	666315	14.36	
mrdA_rlmH	30	Codirectional-	668218	668247	14.40	
rlmH_rsfS	3	Codirectional-	668716	668718	14.41	
rsfS_cobC	259	Codirectional-	669037	669295	14.41	
cobC_nadD	23	Codirectional-	669908	669930	14.43	
nadD_holA	1	Codirectional-	670573	670573	14.45	
holA_leuS	595	Codirectional-	671606	672200	14.47	
leuS_ybeL	234	Divergent	674784	675017	14.54	
ybeL_ybeQ	69	Convergent	675501	675569	14.55	
ybeQ_ybeR	163	Divergent	676548	676710	14.58	
ybeR_ybeT	1433	Convergent	677419	678851	14.59	
ybeT_ybeU	101	Divergent	679407	679507	14.64	
ybeU_hscC	1507	Convergent	680216	681722	14.65	
hscC_rihA	83	Codirectional-	683394	683476	14.72	
rihA_gltL	117	Codirectional-	684413	684529	14.75	
gltL_gltJ	673	Codirectional-	685256	685928	14.76	
gltJ_gltI	169	Codirectional-	686670	686838	14.79	
gltI_insH4	249	Codirectional-	687748	687996	14.82	
insH4_lnt	365	Codirectional-	688978	689342	14.84	
lnt_ybeX	24	Codirectional-	690882	690905	14.88	
ybeX_ybeY	89	Codirectional-	691785	691873	14.90	
ybeY_miaB	1189	Codirectional-	692342	693530	14.92	
miaB_ubiF	145	Divergent	694956	695100	14.97	
ubiF_glnX	153	Convergent	696277	696429	15.00	
glnX_glnV	37	Codirectional-	696505	696541	15.01	
glnV_metU	47	Codirectional-	696617	696663	15.01	
metU_glnW	15	Codirectional-	696741	696755	15.01	
glnW_glnU	34	Codirectional-	696831	696864	15.01	
glnU_leuW	23	Codirectional-	696940	696962	15.01	
leuW_metT	9	Codirectional-	697048	697056	15.02	
metT_asnB	379	Codirectional-	697134	697512	15.02	
asnB_umpH	396	Codirectional-	699178	699573	15.06	
umpH_nagC	47	Codirectional-	700327	700373	15.09	
nagC_nagA	8	Codirectional-	701595	701602	15.12	
nagA_nagB	59	Codirectional-	702752	702810	15.14	
nagB_nagE	332	Divergent	703612	703943	15.16	
nagE_glnS	202	Codirectional+	705891	706092	15.21	
glnS_chiP	576	Codirectional+	707758	708333	15.25	
chiP_chiQ	49	Codirectional+	709741	709789	15.29	
chiQ_fur	83	Convergent	710117	710199	15.30	
fur_fldA	288	Codirectional-	710647	710934	15.31	
fldA_ybfE	139	Codirectional-	711466	711604	15.33	
ybfE_ybfF	139	Codirectional-	711899	712037	15.34	
ybfF_seqA	184	Divergent	712803	712986	15.36	
seqA_pgm	25	Codirectional+	713533	713557	15.37	
pgm_ybfP	213	Codirectional+	715199	715411	15.41	
ybfP_ybfG'	40	Convergent	715907	715946	15.42	
ybfG'_ybfI'	123	Codirectional-	716598	716720	15.44	
ybfI'_potE	75	Codirectional-	716871	716945	15.44	
potE_ybfK	2317	Divergent	718266	720582	15.47	
ybfK_kdpE	215	Convergent	720841	721055	15.53	
kdpE_kdpC	2673	Codirectional-	721734	724406	15.55	
kdpC_kdpB	8	Codirectional-	724980	724987	15.62	
kdpB_kdpA	22	Codirectional-	727037	727058	15.66	
kdpA_ybfA	401	Divergent	728733	729133	15.70	
ybfA_rhsC	242	Codirectional+	729341	729582	15.71	
rhsC_rhsO'	356	Codirectional+	733777	734132	15.81	
rhsO'_ybfQ'	791	Codirectional+	735654	736444	15.85	
ybfQ'_ybfL'	140	Codirectional+	736685	736824	15.87	
ybfL'_ybfD	130	Codirectional+	737962	738091	15.90	
ybfD_ybgA	147	Codirectional+	738854	739000	15.92	
ybgA_dtpD	1564	Convergent	739511	741074	15.93	
dtpD_ybgI	270	Divergent	742557	742826	16.00	
ybgI_ybgJ	22	Codirectional+	743571	743592	16.02	
ybgJ_ybgL	915	Codirectional+	744250	745164	16.03	
ybgL_nei	35	Codirectional+	745900	745934	16.07	
nei_ybgO	1194	Convergent	746727	747920	16.09	
ybgO_ybgQ	739	Codirectional-	748983	749721	16.14	
ybgQ_ybgD	59	Codirectional-	752170	752228	16.20	
ybgD_gltA	389	Codirectional-	752796	753184	16.22	
gltA_sdhC	708	Divergent	754469	755176	16.25	
sdhC_sdhA	340	Codirectional+	755567	755906	16.28	
sdhA_sdhB	15	Codirectional+	757674	757688	16.32	
sdhB_sucA	300	Codirectional+	758406	758705	16.34	
sucA_sucB	14	Codirectional+	761508	761521	16.41	
sucB_sucC	274	Codirectional+	762740	763013	16.43	
sucC_mngR	972	Convergent	764181	765152	16.46	
mngR_mngA	108	Divergent	765876	765983	16.50	
mngA_mngB	17	Codirectional+	767961	767977	16.54	
mngB_cydA	846	Codirectional+	770612	771457	16.60	
cydA_cydB	15	Codirectional+	773027	773041	16.65	
cydB_cydX	14	Codirectional+	774182	774195	16.68	
cydX_ybgC	442	Codirectional+	774310	774751	16.68	
ybgC_tolR	692	Codirectional+	775157	775848	16.70	
tolR_tolA	64	Codirectional+	776278	776341	16.72	
tolA_tolB	132	Codirectional+	777608	777739	16.75	
tolB_pal	34	Codirectional+	779033	779066	16.78	
pal_ybgF	9	Codirectional+	779589	779597	16.80	
ybgF_lysT	164	Codirectional+	780390	780553	16.81	
lysT_valT	135	Codirectional+	780630	780764	16.82	
valT_lysW	2	Codirectional+	780841	780842	16.82	
lysW_valZ	149	Codirectional+	780919	781067	16.82	
valZ_lysY	3	Codirectional+	781144	781146	16.83	
lysY_lysZ	146	Codirectional+	781223	781368	16.83	
lysZ_lysQ	132	Codirectional+	781445	781576	16.84	
lysQ_nadA	432	Codirectional+	781653	782084	16.84	
nadA_pnuC	37	Codirectional+	783129	783165	16.87	
pnuC_ybgS	1051	Convergent	783886	784936	16.89	
ybgS_aroG	315	Divergent	785318	785632	16.92	
aroG_gpmA	157	Convergent	786686	786842	16.95	
gpmA_galM	201	Codirectional-	787596	787796	16.97	
galM_galT	1145	Codirectional-	788838	789982	16.99	
galT_galE	9	Codirectional-	791030	791038	17.04	
galE_modF	260	Codirectional-	792056	792315	17.06	
modF_modE	67	Codirectional-	793789	793855	17.10	
modE_acrZ	128	Divergent	794645	794772	17.12	
acrZ_modA	166	Codirectional+	794923	795088	17.13	
modA_modC	691	Codirectional+	795863	796553	17.15	
modC_ybhA	0	Convergent	NULL	NULL	17.18	
ybhA_pgl	154	Divergent	798432	798585	17.20	
pgl_ybhD	40	Convergent	799582	799621	17.23	
ybhD_ybhH	183	Divergent	800576	800758	17.25	
ybhH_ybhI	75	Codirectional+	801812	801886	17.27	
ybhI_ybhJ	182	Codirectional+	803321	803502	17.31	
ybhJ_ybhC	233	Convergent	805765	805997	17.36	
ybhC_ybhB	151	Codirectional-	807282	807432	17.39	
ybhB_bioA	58	Codirectional-	807910	807967	17.41	
bioA_bioB	86	Divergent	809258	809343	17.43	
bioB_bioC	1137	Codirectional+	810385	811521	17.46	
bioC_uvrB	1248	Codirectional+	812278	813525	17.50	
uvrB_ybhK	191	Convergent	815548	815738	17.57	
ybhK_moaA	396	Divergent	816648	817043	17.59	
moaA_moaB	21	Codirectional+	818034	818054	17.62	
moaB_moaC	2	Codirectional+	818568	818569	17.64	
moaC_moaE	239	Codirectional+	819056	819294	17.65	
moaE_ybhL	136	Codirectional+	819748	819883	17.66	
ybhL_ybhM	204	Codirectional+	820589	820792	17.68	
ybhM_ybhN	35	Convergent	821507	821541	17.70	
ybhN_ybhP	1237	Codirectional-	822499	823735	17.72	
ybhP_ybhQ	132	Divergent	824498	824629	17.76	
ybhQ_ybhS	1078	Convergent	825041	826118	17.77	
ybhS_ybhG	1721	Codirectional-	827253	828973	17.82	
ybhG_rhlE	899	Divergent	829973	830871	17.88	
rhlE_ybiA	231	Convergent	832237	832467	17.93	
ybiA_dinG	119	Divergent	832951	833069	17.95	
dinG_ybiB	27	Codirectional+	835221	835247	17.99	
ybiB_ybiC	140	Codirectional+	836211	836350	18.02	
ybiC_ybiJ	228	Convergent	837437	837664	18.04	
ybiJ_ybiI	264	Codirectional-	837926	838189	18.05	
ybiI_ybiX	73	Codirectional-	838457	838529	18.06	
ybiX_fiu	41	Codirectional-	839208	839248	18.08	
fiu_mcbA	264	Codirectional-	841532	841795	18.13	
mcbA_rlmF	275	Divergent	842057	842331	18.14	
rlmF_glnQ	2482	Convergent	843259	845740	18.17	
glnQ_glnH	794	Codirectional-	846464	847257	18.24	
glnH_dps	403	Codirectional-	848005	848407	18.27	
dps_rhtA	298	Codirectional-	848912	849209	18.29	
rhtA_ompX	352	Divergent	850098	850449	18.31	
ompX_opgE	48	Convergent	850966	851013	18.33	
opgE_mntS	271	Codirectional-	852598	852868	18.37	
mntS_mntR	185	Divergent	852998	853182	18.38	
mntR_ldtB	1173	Convergent	853651	854823	18.39	
ldtB_ybiT	218	Divergent	855745	855962	18.44	
ybiT_ybiU	240	Convergent	857556	857795	18.48	
ybiU_ybiV	151	Codirectional-	859062	859212	18.51	
ybiV_ybiW	145	Codirectional-	860029	860173	18.53	
ybiW_ybiY	5	Codirectional-	862607	862611	18.58	
ybiY_fsaA	130	Divergent	863512	863641	18.60	
fsaA_moeB	75	Convergent	864305	864379	18.62	
moeB_iaaA	1438	Divergent	865130	866567	18.64	
iaaA_gsiB	1877	Codirectional+	867534	869410	18.69	
gsiB_gsiC	17	Codirectional+	870950	870966	18.76	
gsiC_gsiD	2	Codirectional+	871888	871889	18.78	
gsiD_yliE	177	Codirectional+	872802	872978	18.80	
yliE_yliF	7	Codirectional+	875328	875334	18.86	
yliF_rimO	46	Convergent	876664	876709	18.89	
rimO_bssR	212	Divergent	878036	878247	18.92	
bssR_yliI	110	Codirectional+	878632	878741	18.93	
yliI_dacC	869	Codirectional+	879858	880726	18.96	
dacC_deoR	46	Convergent	881930	881975	19.00	
deoR_ybjG	57	Codirectional-	882735	882791	19.02	
ybjG_mdfA	284	Divergent	883389	883672	19.03	
mdfA_ybjH	40	Convergent	884906	884945	19.06	
ybjH_ybjI	85	Codirectional-	885231	885315	19.07	
ybjI_rcdA	1291	Divergent	886132	887422	19.09	
rcdA_rybB	16	Convergent	887960	887975	19.13	
rybB_ybjL	79	Codirectional-	888055	888133	19.13	
ybjL_ybjM	269	Divergent	889820	890088	19.17	
ybjM_grxA	29	Convergent	890467	890495	19.18	
grxA_ybjC	159	Divergent	890754	890912	19.19	
ybjC_rimK	766	Codirectional+	891201	891966	19.20	
rimK_ybjN	87	Codirectional+	892870	892956	19.24	
ybjN_potF	350	Codirectional+	893434	893783	19.25	
potF_potG	94	Codirectional+	894897	894990	19.28	
potG_potH	9	Codirectional+	896125	896133	19.31	
potH_ybjO	901	Codirectional+	897088	897988	19.33	
ybjO_rlmC	40	Codirectional+	898478	898517	19.36	
rlmC_artJ	198	Convergent	899646	899843	19.38	
artJ_artM	290	Codirectional-	900576	900865	19.40	
artM_artI	722	Codirectional-	901535	902256	19.42	
artI_artP	17	Codirectional-	902989	903005	19.45	
artP_ybjP	217	Codirectional-	903735	903951	19.47	
ybjP_ybjQ	125	Divergent	904468	904592	19.49	
ybjQ_ybjS	823	Convergent	904917	905739	19.50	
ybjS_ybjT	98	Codirectional-	906754	906851	19.54	
ybjT_ltaE	10	Codirectional-	908283	908292	19.57	
ltaE_poxB	36	Codirectional-	909295	909330	19.59	
poxB_hcr	132	Codirectional-	911050	911181	19.63	
hcr_hcp	11	Codirectional-	912151	912161	19.65	
hcp_ybjE	143	Codirectional-	913815	913957	19.69	
ybjE_aqpZ	494	Codirectional-	914858	915351	19.71	
aqpZ_ybjD	425	Divergent	916048	916472	19.74	
ybjD_macA	1103	Codirectional+	918132	919234	19.78	
macA_cspD	2015	Convergent	920351	922365	19.83	
cspD_clpS	322	Divergent	922591	922912	19.88	
clpS_clpA	30	Codirectional+	923234	923263	19.89	
clpA_serW	343	Convergent	925541	925883	19.94	
serW_infA	253	Codirectional-	925972	926224	19.95	
infA_aat	284	Codirectional-	926444	926727	19.96	
aat_cydC	41	Codirectional-	927433	927473	19.98	
cydC_cydD	0	Codirectional-	NULL	NULL	20.02	
cydD_trxB	122	Codirectional-	930963	931084	20.06	
trxB_lrp	544	Divergent	932051	932594	20.08	
lrp_ftsK	134	Codirectional+	933090	933223	20.10	
ftsK_lolA	158	Codirectional+	937214	937371	20.19	
lolA_rarA	10	Codirectional+	937984	937993	20.21	
rarA_serS	90	Codirectional+	939338	939427	20.24	
serS_dmsA	238	Codirectional+	940721	940958	20.27	
dmsA_dmsB	10	Codirectional+	943404	943413	20.32	
dmsB_dmsC	1	Codirectional+	944032	944032	20.34	
dmsC_ycaC	34	Convergent	944897	944930	20.36	
ycaC_ycaD	313	Divergent	945558	945870	20.37	
ycaD_ycaM	209	Codirectional+	947020	947228	20.40	
ycaM_ycaN	0	Convergent	NULL	NULL	20.44	
ycaN_ycaK	99	Divergent	949569	949667	20.46	
ycaK_pflA	81	Convergent	950259	950339	20.47	
pflA_pflB	191	Codirectional-	951081	951271	20.49	
pflB_focA	54	Codirectional-	953555	953608	20.54	
focA_ycaO	405	Codirectional-	954467	954871	20.56	
ycaO_ycaP	129	Divergent	956633	956761	20.61	
ycaP_serC	198	Codirectional+	957455	957652	20.63	
serC_aroA	70	Codirectional+	958742	958811	20.66	
aroA_ycaL	168	Codirectional+	960096	960263	20.68	
ycaL_cmk	172	Codirectional+	961029	961200	20.70	
cmk_rpsA	110	Codirectional+	961885	961994	20.72	
rpsA_ihfB	159	Codirectional+	963669	963827	20.76	
ihfB_ycaI	207	Codirectional+	964113	964319	20.77	
ycaI_msbA	36	Codirectional+	966585	966620	20.82	
msbA_ycaQ	1019	Codirectional+	968370	969388	20.86	
ycaQ_ycaR	51	Codirectional+	970622	970672	20.91	
ycaR_ycbJ	896	Codirectional+	970856	971751	20.92	
ycbJ_smtA	891	Codirectional+	972646	973536	20.95	
smtA_mukE	1299	Codirectional+	974323	975621	20.99	
mukE_ldtD	4720	Codirectional+	976327	981046	21.03	
ldtD_ycbK	180	Codirectional+	982895	983074	21.18	
ycbK_ycbL	26	Codirectional+	983624	983649	21.19	
ycbL_aspC	221	Convergent	984298	984518	21.21	
aspC_ompF	184	Codirectional-	985710	985893	21.24	
ompF_asnS	602	Codirectional-	986983	987584	21.26	
asnS_pncB	168	Codirectional-	988986	989153	21.31	
pncB_pepN	265	Divergent	990357	990621	21.34	
pepN_ssuB	42	Convergent	993235	993276	21.40	
ssuB_ssuD	798	Codirectional-	994045	994842	21.42	
ssuD_ssuE	948	Codirectional-	995989	996936	21.46	
ssuE_elfA	355	Divergent	997513	997867	21.49	
elfA_elfD	82	Codirectional+	998408	998489	21.51	
elfD_elfC	24	Codirectional+	999192	999215	21.53	
elfC_ycbU	1072	Codirectional+	1001817	1002888	21.58	
ycbU_ycbV	7	Codirectional+	1003432	1003438	21.62	
ycbV_pyrD	813	Codirectional+	1003955	1004767	21.63	
pyrD_zapC	173	Codirectional+	1005779	1005951	21.67	
zapC_rlmL	1349	Codirectional+	1006495	1007843	21.68	
rlmL_uup	11	Codirectional+	1009953	1009963	21.76	
uup_pqiA	129	Codirectional+	1011872	1012000	21.80	
pqiA_pqiB	4	Codirectional+	1013255	1013258	21.83	
pqiB_rmf	815	Codirectional+	1014900	1015714	21.87	
rmf_fabA	69	Convergent	1015883	1015951	21.89	
fabA_ycbZ	68	Codirectional-	1016471	1016538	21.90	
ycbZ_matP	185	Divergent	1018300	1018484	21.94	
matP_ompA	75	Convergent	1018938	1019012	21.95	
ompA_sulA	356	Codirectional-	1020054	1020409	21.98	
sulA_sxy	218	Divergent	1020920	1021137	21.99	
sxy_yccF	2134	Convergent	1021768	1023901	22.01	
yccF_helD	122	Divergent	1024349	1024470	22.07	
helD_mgsA	31	Convergent	1026526	1026556	22.12	
mgsA_yccT	95	Codirectional-	1027016	1027110	22.13	
yccT_yccU	172	Divergent	1027774	1027945	22.14	
yccU_hspQ	44	Convergent	1028360	1028403	22.16	
hspQ_rlmI	57	Codirectional-	1028722	1028778	22.16	
rlmI_yccX	94	Divergent	1029970	1030063	22.19	
yccX_yccA	416	Convergent	1030343	1030758	22.20	
yccA_serT	206	Codirectional-	1031419	1031624	22.22	
serT_hyaA	426	Divergent	1031713	1032138	22.23	
hyaA_hyaC	1808	Codirectional+	1033258	1035065	22.26	
hyaC_hyaE	580	Codirectional+	1035774	1036353	22.31	
hyaE_cbdA	987	Codirectional+	1036753	1037739	22.34	
cbdA_cbdB	11	Codirectional+	1039285	1039295	22.39	
cbdB_cbdX	12	Codirectional+	1040433	1040444	22.42	
cbdX_appA	79	Codirectional+	1040538	1040616	22.42	
appA_etk	114	Convergent	1041916	1042029	22.45	
etk_etp	19	Codirectional-	1044211	1044229	22.50	
etp_gfcD	1172	Codirectional-	1044677	1045848	22.51	
gfcD_gfcB	742	Codirectional-	1047946	1048687	22.58	
gfcB_gfcA	106	Codirectional-	1049333	1049438	22.61	
gfcA_insA1	88	Divergent	1049745	1049832	22.62	
insA1_cspH	854	Convergent	1050109	1050962	22.62	
cspH_cspG	285	Divergent	1051176	1051460	22.65	
cspG_ymcE	173	Codirectional+	1051674	1051846	22.66	
ymcE_yccM	211	Convergent	1052078	1052288	22.67	
yccM_torS	71	Codirectional-	1053363	1053433	22.69	
torS_torT	82	Divergent	1056179	1056260	22.75	
torT_torC	794	Codirectional+	1057290	1058083	22.78	
torC_torD	2542	Codirectional+	1059257	1061798	22.82	
torD_cbpM	151	Convergent	1062399	1062549	22.89	
cbpM_yccE	1180	Divergent	1062856	1064035	22.90	
yccE_agp	292	Codirectional+	1065293	1065584	22.95	
agp_yccJ	37	Convergent	1066827	1066863	22.98	
yccJ_wrbA	20	Codirectional-	1067092	1067111	22.99	
wrbA_ymdF	372	Divergent	1067709	1068080	23.00	
ymdF_rutG	256	Convergent	1068255	1068510	23.01	
rutG_rutF	20	Codirectional-	1069840	1069859	23.05	
rutF_rutE	10	Codirectional-	1070355	1070364	23.06	
rutE_rutD	9	Codirectional-	1070956	1070964	23.07	
rutD_rutC	7	Codirectional-	1071766	1071772	23.09	
rutC_rutB	11	Codirectional-	1072160	1072170	23.10	
rutB_rutR	1378	Divergent	1072864	1074241	23.11	
rutR_putA	39	Convergent	1074881	1074919	23.16	
putA_putP	422	Divergent	1078883	1079304	23.24	
putP_efeU'	542	Codirectional+	1080814	1081355	23.29	
efeU'_efeO	57	Codirectional+	1082186	1082242	23.31	
efeO_efeB	5	Codirectional+	1083371	1083375	23.34	
efeB_phoH	344	Codirectional+	1084648	1084991	23.37	
phoH_pgaD	49	Convergent	1086057	1086105	23.40	
pgaD_pgaC	1	Codirectional-	1086520	1086520	23.41	
pgaC_pgaA	2019	Codirectional-	1087847	1089865	23.44	
pgaA_ycdT	586	Divergent	1092290	1092875	23.53	
ycdT_insF4	40	Convergent	1094235	1094274	23.57	
insF4_ymdE'	363	Divergent	1095142	1095504	23.59	
ymdE'_serX	1718	Convergent	1095847	1097564	23.61	
serX_ghrA	233	Divergent	1097653	1097885	23.65	
ghrA_ycdX	54	Codirectional+	1098825	1098878	23.67	
ycdX_ycdY	23	Codirectional+	1099617	1099639	23.69	
ycdY_ycdZ	101	Codirectional+	1100195	1100295	23.70	
ycdZ_csgG	63	Convergent	1100788	1100850	23.72	
csgG_csgF	26	Codirectional-	1101685	1101710	23.73	
csgF_csgE	24	Codirectional-	1102128	1102151	23.74	
csgE_csgD	4	Codirectional-	1102542	1102545	23.75	
csgD_csgB	754	Divergent	1103197	1103950	23.77	
csgB_csgA	40	Codirectional+	1104407	1104446	23.79	
csgA_csgC	58	Codirectional+	1104903	1104960	23.80	
csgC_ymdA	120	Codirectional+	1105294	1105413	23.81	
ymdA_ymdB	94	Codirectional+	1105726	1105819	23.82	
ymdB_clsC	1	Codirectional+	1106354	1106354	23.84	
clsC_opgC	7	Convergent	1107777	1107783	23.87	
opgC_opgG	393	Divergent	1108942	1109334	23.89	
opgG_yceK	2708	Codirectional+	1110871	1113578	23.93	
yceK_msyB	0	Convergent	NULL	NULL	24.00	
msyB_mdtG	82	Codirectional-	1114182	1114263	24.00	
mdtG_lpxL	171	Codirectional-	1115491	1115661	24.03	
lpxL_yceA	224	Divergent	1116583	1116806	24.06	
yceA_yceI	41	Convergent	1117860	1117900	24.08	
yceI_yceJ	3	Codirectional-	1118477	1118479	24.10	
yceJ_yceO	260	Codirectional-	1119047	1119306	24.11	
yceO_solA	20	Codirectional-	1119448	1119467	24.12	
solA_bssS	114	Codirectional-	1120587	1120700	24.14	
bssS_dinI	286	Codirectional-	1120956	1121241	24.15	
dinI_pyrC	73	Codirectional-	1121488	1121560	24.16	
pyrC_yceB	105	Codirectional-	1122608	1122712	24.19	
yceB_grxB	133	Codirectional-	1123274	1123406	24.20	
grxB_mdtH	63	Codirectional-	1124055	1124117	24.22	
mdtH_rimJ	235	Divergent	1125327	1125561	24.24	
rimJ_yceH	10	Codirectional+	1126147	1126156	24.26	
yceH_yceM	1	Codirectional+	1126805	1126805	24.28	
yceM_murJ	109	Codirectional+	1127730	1127838	24.30	
murJ_flgN	39	Convergent	1129375	1129413	24.33	
flgN_flgM	4	Codirectional-	1129831	1129834	24.34	
flgM_flgA	75	Codirectional-	1130129	1130203	24.35	
flgA_flgB	154	Divergent	1130864	1131017	24.36	
flgB_flgC	3	Codirectional+	1131435	1131437	24.38	
flgC_flgD	11	Codirectional+	1131843	1131853	24.38	
flgD_flgE	24	Codirectional+	1132550	1132573	24.40	
